sales_date,metric_name,amount
2024-06-28,Overpayments,0.00
2024-06-28,Taxes expected,291.35
2024-06-28,Taxes collected,291.35
2024-06-28,Tips,80.32
2024-06-28,Amount collected,3585.35
2024-06-28,Unpaid balance,0.00
2024-06-29,Gross sales,3048.42
2024-06-29,Refunds,0.00
2024-06-29,Net sales,3048.42
2024-06-29,Overpayments,0.00
2024-06-29,Taxes expected,276.71
2024-06-29,Taxes collected,276.71
2024-06-29,Tips,68.26
2024-06-29,Amount collected,3393.39
2024-06-29,Unpaid balance,0.00
2024-06-30,Gross sales,3349.77
2024-06-30,Refunds,0.00
2024-06-30,Net sales,3349.77
2024-06-30,Overpayments,0.00
2024-06-30,Taxes expected,304.02
2024-06-30,Taxes collected,304.02
2024-06-30,Tips,83.09
2024-06-30,Amount collected,3736.88
2024-06-30,Unpaid balance,0.00
2024-07-01,Gross sales,1984.81
2024-07-01,Refunds,0.00
2024-07-01,Net sales,1984.81
2024-07-01,Overpayments,0.00
2024-07-01,Taxes expected,181.77
2024-07-01,Taxes collected,181.77
2024-07-01,Tips,23.09
2024-07-01,Amount collected,2189.67
2024-07-01,Unpaid balance,0.00
2024-07-02,Gross sales,0.00
2024-07-02,Refunds,0.00
2024-07-02,Net sales,0.00
2024-07-02,Overpayments,0.00
2024-07-02,Taxes expected,0.00
2024-07-02,Taxes collected,0.00
2024-07-02,Tips,0.00
2024-07-02,Amount collected,0.00
2024-07-02,Unpaid balance,0.00
2024-07-03,Gross sales,2195.54
2024-07-03,Refunds,0.00
2024-07-03,Net sales,2195.54
2024-07-03,Overpayments,0.00
2024-07-03,Taxes expected,203.98
2024-07-03,Taxes collected,203.98
2024-07-03,Tips,26.43
2024-07-03,Amount collected,2425.95
2024-07-03,Unpaid balance,0.00
2024-07-04,Gross sales,0.00
2024-07-04,Refunds,0.00
2024-07-04,Net sales,0.00
2024-07-04,Overpayments,0.00
2024-07-04,Taxes expected,0.00
2024-07-04,Taxes collected,0.00
2024-07-04,Tips,0.00
2024-07-04,Amount collected,0.00
2024-07-04,Unpaid balance,0.00
2024-07-05,Gross sales,2990.71
2024-07-05,Refunds,0.00
2024-07-05,Net sales,2990.71
2024-07-05,Overpayments,0.00
2024-07-05,Taxes expected,274.65
2024-07-05,Taxes collected,274.65
2024-07-05,Tips,62.64
2024-07-05,Amount collected,3328.00
2024-07-05,Unpaid balance,0.00
2024-07-06,Gross sales,3304.29
2024-07-06,Refunds,0.00
2024-07-06,Net sales,3304.29
2024-07-06,Overpayments,0.00
2024-07-06,Taxes expected,299.78
2024-07-06,Taxes collected,299.78
2024-07-06,Tips,74.17
2024-07-06,Amount collected,3678.24
2024-07-06,Unpaid balance,0.00
2024-07-07,Gross sales,2820.33
2024-07-07,Refunds,0.00
2024-07-07,Net sales,2820.33
2024-07-07,Overpayments,0.00
2024-07-07,Taxes expected,255.67
2024-07-07,Taxes collected,255.67
2024-07-07,Tips,56.31
2024-07-07,Amount collected,3132.31
2024-07-07,Unpaid balance,0.00
2024-07-08,Gross sales,1824.37
2024-07-08,Refunds,0.00
2024-07-08,Net sales,1824.37
2024-07-08,Overpayments,0.00
2024-07-08,Taxes expected,167.32
2024-07-08,Taxes collected,167.32
2024-07-08,Tips,47.70
2024-07-08,Amount collected,2039.39
2024-07-08,Unpaid balance,0.00
2024-07-09,Gross sales,1996.57
2024-07-09,Refunds,0.00
2024-07-09,Net sales,1996.57
2024-07-09,Overpayments,0.00
2024-07-09,Taxes expected,181.41
2024-07-09,Taxes collected,181.41
2024-07-09,Tips,50.00
2024-07-09,Amount collected,2227.98
2024-07-09,Unpaid balance,0.00
2024-07-10,Gross sales,2502.64
2024-07-10,Refunds,0.00
2024-07-10,Net sales,2502.64
2024-07-10,Overpayments,0.00
2024-07-10,Taxes expected,230.80
2024-07-10,Taxes collected,230.80
2024-07-10,Tips,24.27
2024-07-10,Amount collected,2757.71
2024-07-10,Unpaid balance,0.00
2024-07-11,Gross sales,2436.67
2024-07-11,Refunds,0.00
2024-07-11,Net sales,2436.67
2024-07-11,Overpayments,0.00
2024-07-11,Taxes expected,221.23
2024-07-11,Taxes collected,221.23
2024-07-11,Tips,49.32
2024-07-11,Amount collected,2707.22
2024-07-11,Unpaid balance,0.00
2024-07-12,Gross sales,2730.46
2024-07-12,Refunds,0.00
2024-07-12,Net sales,2730.46
2024-07-12,Overpayments,0.00
2024-07-12,Taxes expected,247.29
2024-07-12,Taxes collected,246.39
2024-07-12,Tips,37.78
2024-07-12,Amount collected,3014.63
2024-07-12,Unpaid balance,0.00
2024-07-13,Gross sales,3337.74
2024-07-13,Refunds,0.00
2024-07-13,Net sales,3337.74
2024-07-13,Overpayments,0.00
2024-07-13,Taxes expected,303.62
2024-07-13,Taxes collected,303.62
2024-07-13,Tips,52.79
2024-07-13,Amount collected,3694.15
2024-07-13,Unpaid balance,0.00
2024-07-14,Gross sales,3246.88
2024-07-14,Refunds,0.00
2024-07-14,Net sales,3246.88
2024-07-14,Overpayments,0.00
2024-07-14,Taxes expected,295.40
2024-07-14,Taxes collected,295.40
2024-07-14,Tips,31.39
2024-07-14,Amount collected,3573.67
2024-07-14,Unpaid balance,0.00
2024-07-15,Gross sales,1912.85
2024-07-15,Refunds,0.00
2024-07-15,Net sales,1912.85
2024-07-15,Overpayments,0.00
2024-07-15,Taxes expected,175.38
2024-07-15,Taxes collected,175.38
2024-07-15,Tips,37.83
2024-07-15,Amount collected,2126.06
2024-07-15,Unpaid balance,0.00
2024-07-16,Gross sales,2021.58
2024-07-16,Refunds,0.00
2024-07-16,Net sales,2021.58
2024-07-16,Overpayments,0.00
2024-07-16,Taxes expected,186.76
2024-07-16,Taxes collected,186.76
2024-07-16,Tips,39.68
2024-07-16,Amount collected,2248.02
2024-07-16,Unpaid balance,0.00
2024-07-17,Gross sales,2480.05
2024-07-17,Refunds,0.00
2024-07-17,Net sales,2480.05
2024-07-17,Overpayments,0.00
2024-07-17,Taxes expected,224.99
2024-07-17,Taxes collected,224.99
2024-07-17,Tips,31.79
2024-07-17,Amount collected,2736.83
2024-07-17,Unpaid balance,0.00
2024-07-18,Gross sales,2506.91
2024-07-18,Refunds,0.00
2024-07-18,Net sales,2506.91
2024-07-18,Overpayments,0.00
2024-07-18,Taxes expected,230.74
2024-07-18,Taxes collected,230.74
2024-07-18,Tips,44.03
2024-07-18,Amount collected,2781.68
2024-07-18,Unpaid balance,0.00
2024-07-19,Gross sales,3614.90
2024-07-19,Refunds,0.00
2024-07-19,Net sales,3614.90
2024-07-19,Overpayments,0.00
2024-07-19,Taxes expected,334.59
2024-07-19,Taxes collected,334.59
2024-07-19,Tips,72.16
2024-07-19,Amount collected,4021.65
2024-07-19,Unpaid balance,0.00
2024-07-20,Gross sales,3510.63
2024-07-20,Refunds,0.00
2024-07-20,Net sales,3510.63
2024-07-20,Overpayments,0.00
2024-07-20,Taxes expected,319.09
2024-07-20,Taxes collected,319.09
2024-07-20,Tips,89.11
2024-07-20,Amount collected,3918.83
2024-07-20,Unpaid balance,0.00
2024-07-21,Gross sales,3389.66
2024-07-21,Refunds,0.00
2024-07-21,Net sales,3389.66
2024-07-21,Overpayments,0.00
2024-07-21,Taxes expected,311.43
2024-07-21,Taxes collected,310.71
2024-07-21,Tips,46.65
2024-07-21,Amount collected,3747.02
2024-07-21,Unpaid balance,0.00
2024-07-22,Gross sales,2039.59
2024-07-22,Refunds,0.00
2024-07-22,Net sales,2039.59
2024-07-22,Overpayments,0.00
2024-07-22,Taxes expected,185.25
2024-07-22,Taxes collected,183.71
2024-07-22,Tips,40.41
2024-07-22,Amount collected,2263.71
2024-07-22,Unpaid balance,0.00
2024-07-23,Gross sales,2122.60
2024-07-23,Refunds,0.00
2024-07-23,Net sales,2122.60
2024-07-23,Overpayments,0.00
2024-07-23,Taxes expected,195.25
2024-07-23,Taxes collected,194.23
2024-07-23,Tips,55.82
2024-07-23,Amount collected,2372.65
2024-07-23,Unpaid balance,0.00
2024-07-24,Gross sales,2314.83
2024-07-24,Refunds,0.00
2024-07-24,Net sales,2314.83
2024-07-24,Overpayments,0.00
2024-07-24,Taxes expected,210.67
2024-07-24,Taxes collected,210.67
2024-07-24,Tips,51.42
2024-07-24,Amount collected,2576.92
2024-07-24,Unpaid balance,0.00
2024-07-25,Gross sales,2650.49
2024-07-25,Refunds,0.00
2024-07-25,Net sales,2650.49
2024-07-25,Overpayments,0.00
2024-07-25,Taxes expected,241.84
2024-07-25,Taxes collected,241.84
2024-07-25,Tips,64.22
2024-07-25,Amount collected,2956.55
2024-07-25,Unpaid balance,0.00
2024-07-26,Gross sales,2864.53
2024-07-26,Refunds,0.00
2024-07-26,Net sales,2864.53
2024-07-26,Overpayments,0.00
2024-07-26,Taxes expected,259.40
2024-07-26,Taxes collected,259.40
2024-07-26,Tips,45.86
2024-07-26,Amount collected,3169.79
2024-07-26,Unpaid balance,0.00
2024-07-27,Gross sales,2936.65
2024-07-27,Refunds,0.00
2024-07-27,Net sales,2936.65
2024-07-27,Overpayments,0.00
2024-07-27,Taxes expected,267.56
2024-07-27,Taxes collected,267.56
2024-07-27,Tips,47.03
2024-07-27,Amount collected,3251.24
2024-07-27,Unpaid balance,0.00
2024-07-28,Gross sales,3013.16
2024-07-28,Refunds,0.00
2024-07-28,Net sales,3013.16
2024-07-28,Overpayments,0.00
2024-07-28,Taxes expected,275.73
2024-07-28,Taxes collected,275.73
2024-07-28,Tips,70.36
2024-07-28,Amount collected,3359.25
2024-07-28,Unpaid balance,0.00
2024-07-29,Gross sales,2000.02
2024-07-29,Refunds,0.00
2024-07-29,Net sales,2000.02
2024-07-29,Overpayments,0.00
2024-07-29,Taxes expected,181.90
2024-07-29,Taxes collected,181.90
2024-07-29,Tips,23.65
2024-07-29,Amount collected,2205.57
2024-07-29,Unpaid balance,0.00
2024-07-30,Gross sales,2165.78
2024-07-30,Refunds,0.00
2024-07-30,Net sales,2165.78
2024-07-30,Overpayments,0.00
2024-07-30,Taxes expected,200.69
2024-07-30,Taxes collected,200.69
2024-07-30,Tips,24.15
2024-07-30,Amount collected,2390.62
2024-07-30,Unpaid balance,0.00
2024-07-31,Gross sales,2130.15
2024-07-31,Refunds,0.00
2024-07-31,Net sales,2130.15
2024-07-31,Overpayments,0.00
2024-07-31,Taxes expected,193.16
2024-07-31,Taxes collected,193.16
2024-07-31,Tips,35.67
2024-07-31,Amount collected,2358.98
2024-07-31,Unpaid balance,0.00
2024-08-01,Gross sales,2164.62
2024-08-01,Refunds,0.00
2024-08-01,Net sales,2164.62
2024-08-01,Overpayments,0.00
2024-08-01,Taxes expected,201.01
2024-08-01,Taxes collected,201.01
2024-08-01,Tips,33.01
2024-08-01,Amount collected,2398.64
2024-08-01,Unpaid balance,0.00
2024-08-02,Gross sales,3243.72
2024-08-02,Refunds,0.00
2024-08-02,Net sales,3243.72
2024-08-02,Overpayments,0.00
2024-08-02,Taxes expected,296.22
2024-08-02,Taxes collected,296.22
2024-08-02,Tips,82.90
2024-08-02,Amount collected,3622.84
2024-08-02,Unpaid balance,0.00
2024-08-03,Gross sales,3401.92
2024-08-03,Refunds,0.00
2024-08-03,Net sales,3401.92
2024-08-03,Overpayments,0.00
2024-08-03,Taxes expected,309.23
2024-08-03,Taxes collected,309.23
2024-08-03,Tips,60.44
2024-08-03,Amount collected,3771.59
2024-08-03,Unpaid balance,0.00
2024-08-04,Gross sales,2879.13
2024-08-04,Refunds,0.00
2024-08-04,Net sales,2879.13
2024-08-04,Overpayments,0.00
2024-08-04,Taxes expected,261.89
2024-08-04,Taxes collected,261.89
2024-08-04,Tips,75.33
2024-08-04,Amount collected,3216.35
2024-08-04,Unpaid balance,0.00
2024-08-05,Gross sales,1827.24
2024-08-05,Refunds,0.00
2024-08-05,Net sales,1827.24
2024-08-05,Overpayments,0.00
2024-08-05,Taxes expected,167.71
2024-08-05,Taxes collected,167.71
2024-08-05,Tips,36.00
2024-08-05,Amount collected,2030.95
2024-08-05,Unpaid balance,0.00
2024-08-06,Gross sales,2097.85
2024-08-06,Refunds,0.00
2024-08-06,Net sales,2097.85
2024-08-06,Overpayments,0.00
2024-08-06,Taxes expected,191.51
2024-08-06,Taxes collected,191.51
2024-08-06,Tips,35.57
2024-08-06,Amount collected,2324.93
2024-08-06,Unpaid balance,0.00
2024-08-07,Gross sales,2132.02
2024-08-07,Refunds,0.00
2024-08-07,Net sales,2132.02
2024-08-07,Overpayments,0.00
2024-08-07,Taxes expected,195.01
2024-08-07,Taxes collected,195.01
2024-08-07,Tips,28.48
2024-08-07,Amount collected,2355.51
2024-08-07,Unpaid balance,0.00
2024-08-08,Gross sales,2306.79
2024-08-08,Refunds,0.00
2024-08-08,Net sales,2306.79
2024-08-08,Overpayments,0.00
2024-08-08,Taxes expected,210.78
2024-08-08,Taxes collected,210.78
2024-08-08,Tips,24.10
2024-08-08,Amount collected,2541.67
2024-08-08,Unpaid balance,0.00
2024-08-09,Gross sales,3353.53
2024-08-09,Refunds,0.00
2024-08-09,Net sales,3353.53
2024-08-09,Overpayments,0.00
2024-08-09,Taxes expected,305.48
2024-08-09,Taxes collected,305.48
2024-08-09,Tips,72.28
2024-08-09,Amount collected,3731.29
2024-08-09,Unpaid balance,0.00
2024-08-10,Gross sales,3574.74
2024-08-10,Refunds,0.00
2024-08-10,Net sales,3574.74
2024-08-10,Overpayments,0.00
2024-08-10,Taxes expected,326.42
2024-08-10,Taxes collected,326.42
2024-08-10,Tips,36.73
2024-08-10,Amount collected,3937.89
2024-08-10,Unpaid balance,0.00
2024-08-11,Gross sales,2910.22
2024-08-11,Refunds,0.00
2024-08-11,Net sales,2910.22
2024-08-11,Overpayments,0.00
2024-08-11,Taxes expected,267.76
2024-08-11,Taxes collected,267.76
2024-08-11,Tips,60.79
2024-08-11,Amount collected,3238.77
2024-08-11,Unpaid balance,0.00
2024-08-12,Gross sales,1754.33
2024-08-12,Refunds,0.00
2024-08-12,Net sales,1754.33
2024-08-12,Overpayments,0.00
2024-08-12,Taxes expected,162.51
2024-08-12,Taxes collected,162.51
2024-08-12,Tips,28.69
2024-08-12,Amount collected,1945.53
2024-08-12,Unpaid balance,0.00
2024-08-13,Gross sales,2154.52
2024-08-13,Refunds,0.00
2024-08-13,Net sales,2154.52
2024-08-13,Overpayments,0.00
2024-08-13,Taxes expected,198.33
2024-08-13,Taxes collected,198.33
2024-08-13,Tips,24.83
2024-08-13,Amount collected,2377.68
2024-08-13,Unpaid balance,0.00
2024-08-14,Gross sales,2461.42
2024-08-14,Refunds,0.00
2024-08-14,Net sales,2461.42
2024-08-14,Overpayments,0.00
2024-08-14,Taxes expected,227.43
2024-08-14,Taxes collected,227.43
2024-08-14,Tips,57.17
2024-08-14,Amount collected,2746.02
2024-08-14,Unpaid balance,0.00
2024-08-15,Gross sales,2578.53
2024-08-15,Refunds,0.00
2024-08-15,Net sales,2578.53
2024-08-15,Overpayments,0.00
2024-08-15,Taxes expected,233.75
2024-08-15,Taxes collected,232.86
2024-08-15,Tips,29.28
2024-08-15,Amount collected,2840.67
2024-08-15,Unpaid balance,0.00
2024-08-16,Gross sales,2782.48
2024-08-16,Refunds,0.00
2024-08-16,Net sales,2782.48
2024-08-16,Overpayments,0.00
2024-08-16,Taxes expected,254.59
2024-08-16,Taxes collected,254.59
2024-08-16,Tips,28.21
2024-08-16,Amount collected,3065.28
2024-08-16,Unpaid balance,0.00
2024-08-17,Gross sales,2983.77
2024-08-17,Refunds,0.00
2024-08-17,Net sales,2983.77
2024-08-17,Overpayments,0.00
2024-08-17,Taxes expected,277.80
2024-08-17,Taxes collected,277.80
2024-08-17,Tips,55.92
2024-08-17,Amount collected,3317.49
2024-08-17,Unpaid balance,0.00
2024-08-18,Gross sales,3126.88
2024-08-18,Refunds,0.00
2024-08-18,Net sales,3126.88
2024-08-18,Overpayments,0.00
2024-08-18,Taxes expected,288.68
2024-08-18,Taxes collected,288.68
2024-08-18,Tips,68.94
2024-08-18,Amount collected,3484.50
2024-08-18,Unpaid balance,0.00
2024-08-19,Gross sales,2068.68
2024-08-19,Refunds,0.00
2024-08-19,Net sales,2068.68
2024-08-19,Overpayments,0.00
2024-08-19,Taxes expected,191.58
2024-08-19,Taxes collected,191.58
2024-08-19,Tips,40.64
2024-08-19,Amount collected,2300.90
2024-08-19,Unpaid balance,0.00
2024-08-20,Gross sales,1875.63
2024-08-20,Refunds,0.00
2024-08-20,Net sales,1875.63
2024-08-20,Overpayments,0.00
2024-08-20,Taxes expected,173.50
2024-08-20,Taxes collected,173.50
2024-08-20,Tips,43.22
2024-08-20,Amount collected,2092.35
2024-08-20,Unpaid balance,0.00
2024-08-21,Gross sales,2435.26
2024-08-21,Refunds,0.00
2024-08-21,Net sales,2435.26
2024-08-21,Overpayments,0.00
2024-08-21,Taxes expected,223.28
2024-08-21,Taxes collected,223.28
2024-08-21,Tips,56.43
2024-08-21,Amount collected,2714.97
2024-08-21,Unpaid balance,0.00
2024-08-22,Gross sales,2668.70
2024-08-22,Refunds,0.00
2024-08-22,Net sales,2668.70
2024-08-22,Overpayments,0.00
2024-08-22,Taxes expected,244.21
2024-08-22,Taxes collected,244.21
2024-08-22,Tips,60.93
2024-08-22,Amount collected,2973.84
2024-08-22,Unpaid balance,0.00
2024-08-23,Gross sales,2602.41
2024-08-23,Refunds,0.00
2024-08-23,Net sales,2602.41
2024-08-23,Overpayments,0.00
2024-08-23,Taxes expected,241.70
2024-08-23,Taxes collected,241.70
2024-08-23,Tips,27.18
2024-08-23,Amount collected,2871.29
2024-08-23,Unpaid balance,0.00
2024-08-24,Gross sales,3395.58
2024-08-24,Refunds,0.00
2024-08-24,Net sales,3395.58
2024-08-24,Overpayments,0.00
2024-08-24,Taxes expected,313.82
2024-08-24,Taxes collected,313.82
2024-08-24,Tips,39.94
2024-08-24,Amount collected,3749.34
2024-08-24,Unpaid balance,0.00
2024-08-25,Gross sales,3135.00
2024-08-25,Refunds,0.00
2024-08-25,Net sales,3135.00
2024-08-25,Overpayments,0.76
2024-08-25,Taxes expected,283.79
2024-08-25,Taxes collected,283.79
2024-08-25,Tips,81.49
2024-08-25,Amount collected,3501.04
2024-08-25,Unpaid balance,0.00
2024-08-26,Gross sales,2035.54
2024-08-26,Refunds,0.00
2024-08-26,Net sales,2035.54
2024-08-26,Overpayments,0.00
2024-08-26,Taxes expected,188.89
2024-08-26,Taxes collected,188.89
2024-08-26,Tips,53.46
2024-08-26,Amount collected,2277.89
2024-08-26,Unpaid balance,0.00
2024-08-27,Gross sales,1911.95
2024-08-27,Refunds,0.00
2024-08-27,Net sales,1911.95
2024-08-27,Overpayments,0.00
2024-08-27,Taxes expected,175.41
2024-08-27,Taxes collected,175.41
2024-08-27,Tips,18.54
2024-08-27,Amount collected,2105.90
2024-08-27,Unpaid balance,0.00
2024-08-28,Gross sales,2045.53
2024-08-28,Refunds,0.00
2024-08-28,Net sales,2045.53
2024-08-28,Overpayments,0.00
2024-08-28,Taxes expected,190.38
2024-08-28,Taxes collected,190.38
2024-08-28,Tips,44.30
2024-08-28,Amount collected,2280.21
2024-08-28,Unpaid balance,0.00
2024-08-29,Gross sales,2534.03
2024-08-29,Refunds,0.00
2024-08-29,Net sales,2534.03
2024-08-29,Overpayments,0.00
2024-08-29,Taxes expected,231.09
2024-08-29,Taxes collected,231.09
2024-08-29,Tips,66.73
2024-08-29,Amount collected,2831.85
2024-08-29,Unpaid balance,0.00
2024-08-30,Gross sales,3401.52
2024-08-30,Refunds,0.00
2024-08-30,Net sales,3401.52
2024-08-30,Overpayments,0.00
2024-08-30,Taxes expected,315.99
2024-08-30,Taxes collected,315.99
2024-08-30,Tips,86.70
2024-08-30,Amount collected,3804.21
2024-08-30,Unpaid balance,0.00
2024-08-31,Gross sales,2898.70
2024-08-31,Refunds,0.00
2024-08-31,Net sales,2898.70
2024-08-31,Overpayments,0.00
2024-08-31,Taxes expected,268.67
2024-08-31,Taxes collected,268.67
2024-08-31,Tips,48.11
2024-08-31,Amount collected,3215.48
2024-08-31,Unpaid balance,0.00
2024-09-01,Gross sales,2640.46
2024-09-01,Refunds,0.00
2024-09-01,Net sales,2640.46
2024-09-01,Overpayments,0.00
2024-09-01,Taxes expected,245.23
2024-09-01,Taxes collected,245.23
2024-09-01,Tips,26.62
2024-09-01,Amount collected,2912.31
2024-09-01,Unpaid balance,0.00
2024-09-02,Gross sales,1904.23
2024-09-02,Refunds,0.00
2024-09-02,Net sales,1904.23
2024-09-02,Overpayments,0.00
2024-09-02,Taxes expected,177.16
2024-09-02,Taxes collected,177.16
2024-09-02,Tips,26.00
2024-09-02,Amount collected,2107.39
2024-09-02,Unpaid balance,0.00
2024-09-03,Gross sales,2027.79
2024-09-03,Refunds,0.00
2024-09-03,Net sales,2027.79
2024-09-03,Overpayments,0.00
2024-09-03,Taxes expected,184.78
2024-09-03,Taxes collected,184.78
2024-09-03,Tips,25.20
2024-09-03,Amount collected,2237.77
2024-09-03,Unpaid balance,0.00
2024-09-04,Gross sales,2534.42
2024-09-04,Refunds,0.00
2024-09-04,Net sales,2534.42
2024-09-04,Overpayments,0.00
2024-09-04,Taxes expected,233.37
2024-09-04,Taxes collected,233.37
2024-09-04,Tips,65.00
2024-09-04,Amount collected,2832.79
2024-09-04,Unpaid balance,0.00
2024-09-05,Gross sales,2501.48
2024-09-05,Refunds,0.00
2024-09-05,Net sales,2501.48
2024-09-05,Overpayments,0.00
2024-09-05,Taxes expected,231.31
2024-09-05,Taxes collected,231.31
2024-09-05,Tips,58.11
2024-09-05,Amount collected,2790.90
2024-09-05,Unpaid balance,0.00
2024-09-06,Gross sales,2926.91
2024-09-06,Refunds,0.00
2024-09-06,Net sales,2926.91
2024-09-06,Overpayments,0.00
2024-09-06,Taxes expected,271.39
2024-09-06,Taxes collected,270.73
2024-09-06,Tips,55.51
2024-09-06,Amount collected,3253.15
2024-09-06,Unpaid balance,0.00
2024-09-07,Gross sales,3335.04
2024-09-07,Refunds,0.00
2024-09-07,Net sales,3335.04
2024-09-07,Overpayments,0.00
2024-09-07,Taxes expected,308.04
2024-09-07,Taxes collected,308.04
2024-09-07,Tips,52.75
2024-09-07,Amount collected,3695.83
2024-09-07,Unpaid balance,0.00
2024-09-08,Gross sales,2671.07
2024-09-08,Refunds,0.00
2024-09-08,Net sales,2671.07
2024-09-08,Overpayments,0.00
2024-09-08,Taxes expected,243.58
2024-09-08,Taxes collected,243.58
2024-09-08,Tips,26.70
2024-09-08,Amount collected,2941.35
2024-09-08,Unpaid balance,0.00
2024-09-09,Gross sales,2040.63
2024-09-09,Refunds,0.00
2024-09-09,Net sales,2040.63
2024-09-09,Overpayments,0.00
2024-09-09,Taxes expected,184.54
2024-09-09,Taxes collected,184.54
2024-09-09,Tips,31.53
2024-09-09,Amount collected,2256.70
2024-09-09,Unpaid balance,0.00
2024-09-10,Gross sales,2039.16
2024-09-10,Refunds,0.00
2024-09-10,Net sales,2039.16
2024-09-10,Overpayments,0.00
2024-09-10,Taxes expected,188.46
2024-09-10,Taxes collected,188.46
2024-09-10,Tips,30.23
2024-09-10,Amount collected,2257.85
2024-09-10,Unpaid balance,0.00
2024-09-11,Gross sales,2252.28
2024-09-11,Refunds,0.00
2024-09-11,Net sales,2252.28
2024-09-11,Overpayments,0.00
2024-09-11,Taxes expected,204.94
2024-09-11,Taxes collected,204.94
2024-09-11,Tips,57.10
2024-09-11,Amount collected,2514.32
2024-09-11,Unpaid balance,0.00
2024-09-12,Gross sales,2195.96
2024-09-12,Refunds,0.00
2024-09-12,Net sales,2195.96
2024-09-12,Overpayments,0.00
2024-09-12,Taxes expected,198.66
2024-09-12,Taxes collected,198.66
2024-09-12,Tips,56.52
2024-09-12,Amount collected,2451.14
2024-09-12,Unpaid balance,0.00
2024-09-13,Gross sales,2707.81
2024-09-13,Refunds,0.00
2024-09-13,Net sales,2707.81
2024-09-13,Overpayments,0.00
2024-09-13,Taxes expected,247.19
2024-09-13,Taxes collected,247.19
2024-09-13,Tips,45.25
2024-09-13,Amount collected,3000.25
2024-09-13,Unpaid balance,0.00
2024-09-14,Gross sales,3412.65
2024-09-14,Refunds,0.00
2024-09-14,Net sales,3412.65
2024-09-14,Overpayments,0.00
2024-09-14,Taxes expected,312.78
2024-09-14,Taxes collected,312.78
2024-09-14,Tips,77.63
2024-09-14,Amount collected,3803.06
2024-09-14,Unpaid balance,0.00
2024-09-15,Gross sales,2839.62
2024-09-15,Refunds,0.00
2024-09-15,Net sales,2839.62
2024-09-15,Overpayments,0.00
2024-09-15,Taxes expected,257.80
2024-09-15,Taxes collected,257.80
2024-09-15,Tips,44.52
2024-09-15,Amount collected,3141.94
2024-09-15,Unpaid balance,0.00
2024-09-16,Gross sales,1936.97
2024-09-16,Refunds,0.00
2024-09-16,Net sales,1936.97
2024-09-16,Overpayments,0.00
2024-09-16,Taxes expected,175.89
2024-09-16,Taxes collected,175.89
2024-09-16,Tips,51.31
2024-09-16,Amount collected,2164.17
2024-09-16,Unpaid balance,0.00
2024-09-17,Gross sales,2078.64
2024-09-17,Refunds,0.00
2024-09-17,Net sales,2078.64
2024-09-17,Overpayments,0.00
2024-09-17,Taxes expected,189.15
2024-09-17,Taxes collected,189.15
2024-09-17,Tips,27.70
2024-09-17,Amount collected,2295.49
2024-09-17,Unpaid balance,0.00
2024-09-18,Gross sales,2199.37
2024-09-18,Refunds,0.00
2024-09-18,Net sales,2199.37
2024-09-18,Overpayments,0.00
2024-09-18,Taxes expected,201.48
2024-09-18,Taxes collected,201.48
2024-09-18,Tips,58.58
2024-09-18,Amount collected,2459.43
2024-09-18,Unpaid balance,0.00
2024-09-19,Gross sales,2243.71
2024-09-19,Refunds,0.00
2024-09-19,Net sales,2243.71
2024-09-19,Overpayments,0.00
2024-09-19,Taxes expected,207.01
2024-09-19,Taxes collected,207.01
2024-09-19,Tips,38.83
2024-09-19,Amount collected,2489.55
2024-09-19,Unpaid balance,0.00
2024-09-20,Gross sales,3033.81
2024-09-20,Refunds,0.00
2024-09-20,Net sales,3033.81
2024-09-20,Overpayments,0.00
2024-09-20,Taxes expected,281.88
2024-09-20,Taxes collected,281.88
2024-09-20,Tips,73.59
2024-09-20,Amount collected,3389.28
2024-09-20,Unpaid balance,0.00
2024-09-21,Gross sales,3759.44
2024-09-21,Refunds,0.00
2024-09-21,Net sales,3759.44
2024-09-21,Overpayments,0.00
2024-09-21,Taxes expected,346.85
2024-09-21,Taxes collected,346.85
2024-09-21,Tips,99.42
2024-09-21,Amount collected,4205.71
2024-09-21,Unpaid balance,0.00
2024-09-22,Gross sales,3288.62
2024-09-22,Refunds,0.00
2024-09-22,Net sales,3288.62
2024-09-22,Overpayments,0.00
2024-09-22,Taxes expected,305.67
2024-09-22,Taxes collected,305.67
2024-09-22,Tips,49.59
2024-09-22,Amount collected,3643.88
2024-09-22,Unpaid balance,0.00
2024-09-23,Gross sales,1948.88
2024-09-23,Refunds,0.00
2024-09-23,Net sales,1948.88
2024-09-23,Overpayments,0.00
2024-09-23,Taxes expected,179.56
2024-09-23,Taxes collected,179.56
2024-09-23,Tips,20.29
2024-09-23,Amount collected,2148.73
2024-09-23,Unpaid balance,0.00
2024-09-24,Gross sales,2190.68
2024-09-24,Refunds,0.00
2024-09-24,Net sales,2190.68
2024-09-24,Overpayments,0.00
2024-09-24,Taxes expected,198.80
2024-09-24,Taxes collected,197.88
2024-09-24,Tips,36.97
2024-09-24,Amount collected,2425.53
2024-09-24,Unpaid balance,0.00
2024-09-25,Gross sales,2362.88
2024-09-25,Refunds,0.00
2024-09-25,Net sales,2362.88
2024-09-25,Overpayments,0.00
2024-09-25,Taxes expected,218.94
2024-09-25,Taxes collected,218.94
2024-09-25,Tips,32.05
2024-09-25,Amount collected,2613.87
2024-09-25,Unpaid balance,0.00
